id,name,position,team,pace,stamina,strength,short_passing,long_passing,vision,finishing,shot_power,dribbling,ball_control,tackling,interceptions,blocking,positioning,reflexes,handling,gk_positioning
1643,Bamo Meïté,MD,Marseille,84,81,50,94,50,50,50,50,50,50,50,50,50,51,50,50,50
1644,Mohamed Meité,AT,Rennes,77,76,50,50,50,53,60,50,60,50,50,50,50,51,50,50,50
1645,Mateo Mejía,AT,Sevilla,92,69,50,50,50,50,60,50,60,50,50,50,50,50,50,50,50
1646,Farid El Melali,AT,Angers,82,72,50,85,40,100,60,50,60,50,50,70,50,62,50,50,50
1647,Filippo Melegoni,AT,Genoa,69,68,50,100,50,53,60,50,60,50,50,50,50,52,50,50,50
1648,Arthur Melo,MD,Girona,64,92,50,96,80,50,50,50,50,50,50,50,50,50,50,50,50
1649,Nuno Mendes,DF,Paris S-G,63,76,50,92,73,100,50,50,50,50,60,80,60,77,50,50,50
1650,Brais Méndez,MD,Real Sociedad,81,93,50,88,46,100,50,50,50,50,50,62,50,66,50,50,50
1651,Antoine Mendy,DF,Nice,68,74,50,90,44,56,50,50,50,50,60,60,60,72,50,50,50
1652,Ferland Mendy,DF,Real Madrid,68,77,50,97,84,59,50,50,50,50,60,68,60,58,50,50,50
1653,Nampalys Mendy,MD,Lens,75,77,50,96,70,50,50,50,50,50,50,56,50,52,50,50,50
1654,Gideon Mensah,DF,Auxerre,75,75,50,90,54,92,50,50,50,50,60,100,60,100,50,50,50
1655,Alex Meret,GK,Napoli,54,71,50,100,59,50,30,50,40,50,50,50,50,62,80,80,80
1656,Mikel Merino,AT,Arsenal,77,73,50,87,42,86,60,50,60,50,50,70,50,68,50,50,50
1657,Quentin Merlin,DF,Marseille,63,78,50,90,56,100,50,50,50,50,60,74,60,64,50,50,50
1658,Víctor Meseguer,MD,Valladolid,71,84,50,85,54,53,50,50,50,50,50,54,50,54,50,50,50
1659,Rafik Messali,DF,Toulouse,63,79,50,86,58,71,50,50,50,50,60,60,60,56,50,50,50
1660,Junior Messias,AT,Genoa,75,65,50,82,47,65,60,50,60,50,50,60,50,60,50,50,50
1661,Connor Metcalfe,MD,St. Pauli,84,76,50,76,27,56,50,50,50,50,50,54,50,54,50,50,50
1662,Karol Mets,DF,St. Pauli,60,73,50,88,52,59,50,50,50,50,60,74,60,100,50,50,50
1663,Thomas Meunier,DF,Lille,81,68,50,90,49,80,50,50,50,50,60,100,60,98,50,50,50
1664,Alexander Meyer,GK,Dortmund,52,74,50,100,40,53,30,50,40,50,50,50,50,50,80,80,80
1665,Shumaira Mheuka,MD,Chelsea,67,93,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50
1666,Lucas Michal,AT,Monaco,89,70,50,94,50,53,60,50,60,50,50,52,50,52,50,50,50
1667,Florian Micheler,MD,Hoffenheim,82,88,50,100,50,50,50,50,50,50,50,50,50,50,50,50,50
1668,Miguel,AT,Leganés,79,66,50,64,41,71,60,50,60,50,50,58,50,72,50,50,50
1669,Valentin Mihaila,AT,Parma,73,74,50,83,48,100,60,50,60,50,50,66,50,56,50,50,50
1670,Georges Mikautadze,AT,Lyon,81,79,50,81,71,80,60,50,60,50,50,56,50,54,50,50,50
1671,Igor Miladinović,AT,Saint-Étienne,79,84,50,77,100,50,60,50,60,50,50,52,50,51,50,50,50
1672,Nikola Milenković,DF,Nott'ham Forest,72,88,50,86,62,65,50,50,50,50,60,88,60,100,50,50,50
1673,Lewis Miley,MD,Newcastle Utd,77,79,50,87,85,53,50,50,50,50,50,54,50,54,50,50,50
1674,Vanja Milinković-Savić,GK,Torino,44,64,50,97,42,59,30,50,40,50,50,50,50,65,80,80,80
1675,Éder Militão,DF,Real Madrid,83,85,50,94,65,68,50,50,50,50,60,74,60,85,50,50,50
1676,Luis Milla,MD,Getafe,63,89,50,87,45,100,50,50,50,50,50,82,50,68,50,50,50
1677,Pere Milla,AT,Espanyol,83,85,50,67,42,56,60,50,60,50,50,54,50,53,50,50,50
1678,Enzo Millot,AT,Stuttgart,87,80,50,91,55,100,60,50,60,50,50,70,50,55,50,50,50
1679,James Milner,MD,Brighton,85,90,50,92,40,62,50,50,50,50,50,54,50,52,50,50,50
1680,Kim Min-jae,DF,Bayern Munich,78,74,50,95,69,65,50,50,50,50,60,100,60,100,50,50,50
1681,Yerry Mina,DF,Cagliari,78,71,50,90,58,62,50,50,50,50,60,100,60,100,50,50,50
1682,Takumi Minamino,AT,Monaco,92,73,50,78,48,100,60,50,60,50,50,68,50,66,50,50,50
1683,Lucas Mincarelli,DF,Montpellier,80,83,50,85,33,53,50,50,50,50,60,60,60,58,50,50,50
1684,Tyrone Mings,DF,Aston Villa,77,71,50,91,51,56,50,50,50,50,60,60,60,94,50,50,50
1685,Óscar Mingueza,MD,Celta Vigo,66,82,50,90,50,100,50,50,50,50,50,84,50,79,50,50,50
1686,Kim Minsu,AT,Girona,75,73,50,83,50,50,60,50,60,50,50,50,50,50,50,50,50
1687,Yankuba Minteh,AT,Brighton,71,72,50,75,40,100,60,50,60,50,50,70,50,70,50,50,50
1688,Bojan Miovski,AT,Girona,90,65,50,85,100,59,60,50,60,50,50,54,50,57,50,50,50
1689,Rafa Mir,AT,Valencia,81,68,50,86,66,53,60,50,60,50,50,52,50,55,50,50,50
1690,Juan Miranda,DF,Bologna,76,77,50,89,47,100,50,50,50,50,60,84,60,79,50,50,50
1691,Fabio Miretti,AT,Genoa,83,66,50,87,45,100,60,50,60,50,50,62,50,62,50,50,50
1692,Tyrick Mitchell,DF,Crystal Palace,64,70,50,83,42,100,50,50,50,50,60,74,60,100,50,50,50
1693,Kaoru Mitoma,AT,Brighton,71,85,50,86,45,100,60,50,60,50,50,70,50,59,50,50,50
1694,Maximilian Mittelstädt,DF,Stuttgart,63,77,50,92,56,100,50,50,50,50,60,100,60,100,50,50,50
1695,Koji Miyoshi,AT,Bochum,69,75,50,80,23,65,60,50,60,50,50,54,50,52,50,50,50
1696,Henrikh Mkhitaryan,MD,Inter,80,87,50,91,78,100,50,50,50,50,50,82,50,83,50,50,50
1697,Jakub Moder,MD,Brighton,65,92,50,71,50,59,50,50,50,50,50,50,50,53,50,50,50
1698,Rui Modesto,DF,Udinese,80,77,50,85,50,53,50,50,50,50,60,60,60,58,50,50,50
1699,Luka Modrić,MD,Real Madrid,73,84,50,93,65,100,50,50,50,50,50,84,50,63,50,50,50
1700,Max Moerstedt,AT,Hoffenheim,78,83,50,69,25,71,60,50,60,50,50,50,50,55,50,50,50
1701,Mostafa Mohamed,AT,Nantes,85,80,50,68,64,59,60,50,60,50,50,66,50,70,50,50,50
1702,Johan Mojica,DF,Mallorca,76,82,50,88,52,100,50,50,50,50,60,98,60,100,50,50,50
1703,David Mokwa,AT,Hoffenheim,87,83,50,33,50,50,60,50,60,50,50,50,50,50,50,50,50
1704,Alberto Moleiro,AT,Las Palmas,71,83,50,88,52,100,60,50,60,50,50,70,50,57,50,50,50
1705,Nahuel Molina,DF,Atlético Madrid,75,72,50,91,47,83,50,50,50,50,60,70,60,87,50,50,50
1706,Florent Mollet,AT,Nantes,81,65,50,93,33,68,60,50,60,50,50,52,50,54,50,50,50
1707,Jon Moncayola,MD,Osasuna,73,78,50,87,50,100,50,50,50,50,50,72,50,67,50,50,50
1708,Gonzalo Montiel,MD,Sevilla,84,92,50,96,60,50,50,50,50,50,50,54,50,61,50,50,50
1709,Lorenzo Montipò,GK,Hellas Verona,62,80,50,100,32,50,30,50,40,50,50,50,50,65,80,80,80
1710,Mikey Moore,AT,Tottenham,90,74,50,96,20,59,60,50,60,50,50,52,50,51,50,50,50
1711,Álvaro Morata,AT,Milan,90,75,50,79,67,71,60,50,60,50,50,60,50,55,50,50,50
1712,Morato,DF,Nott'ham Forest,72,85,50,82,33,50,50,50,50,50,60,66,60,100,50,50,50
1713,Diego Moreira,MD,Strasbourg,74,90,50,84,58,100,50,50,50,50,50,100,50,100,50,50,50
1714,Alberto Moreno,DF,Como,65,79,50,92,56,95,50,50,50,50,60,74,60,77,50,50,50
1715,Álex Moreno,DF,Nott'ham Forest,63,79,50,86,34,62,50,50,50,50,60,78,60,83,50,50,50
1716,Gerard Moreno,AT,Villarreal,91,81,50,83,62,95,60,50,60,50,50,54,50,55,50,50,50
1717,Matias Moreno,DF,Fiorentina,80,80,50,84,60,53,50,50,50,50,60,60,60,56,50,50,50
1718,Tete Morente,AT,Lecce,69,77,50,90,52,98,60,50,60,50,50,70,50,73,50,50,50
1719,Mateu Morey,DF,Mallorca,78,69,50,88,50,59,50,50,50,50,60,68,60,61,50,50,50
1720,Ilaix Moriba,MD,Celta Vigo,73,82,50,87,80,95,50,50,50,50,50,66,50,74,50,50,50
1721,Manu Morlanes,MD,Mallorca,77,75,50,92,69,68,50,50,50,50,50,96,50,65,50,50,50
1722,Nikola Moro,MD,Bologna,72,89,50,85,69,100,50,50,50,50,50,74,50,66,50,50,50
1723,Raúl Moro,AT,Valladolid,92,84,50,78,54,100,60,50,60,50,50,68,50,62,50,50,50
1724,Sam Morsy,MD,Ipswich Town,79,93,50,93,62,95,50,50,50,50,50,94,50,86,50,50,50
1725,Gabriel Moscardo,MD,Reims,76,76,50,81,100,50,50,50,50,50,50,50,50,50,50,50,50
1726,Cristhian Mosquera,DF,Valencia,74,87,50,94,77,50,50,50,50,50,60,100,60,100,50,50,50
1727,Daniel Mosquera,AT,Hellas Verona,79,84,50,73,44,86,60,50,60,50,50,52,50,57,50,50,50
1728,Yerson Mosquera,DF,Wolves,62,70,50,90,62,56,50,50,50,50,60,70,60,64,50,50,50
1729,Dany Mota,AT,Monza,77,70,50,80,60,95,60,50,60,50,50,66,50,70,50,50,50
1730,Yael Mouanga,DF,Montpellier,60,82,50,89,58,53,50,50,50,50,60,60,60,80,50,50,50
1731,Aimen Moueffek,MD,Saint-Étienne,67,84,50,91,71,62,50,50,50,50,50,56,50,67,50,50,50
1732,Youssoufa Moukoko,AT,Nice,82,84,50,91,100,65,60,50,60,50,50,50,50,50,50,50,50
1733,Steve Mounié,AT,Augsburg,76,65,50,63,50,53,60,50,60,50,50,50,50,54,50,50,50
1734,Mason Mount,AT,Manchester Utd,78,73,50,87,55,62,60,50,60,50,50,50,50,50,50,50,50
1735,Santiago Mouriño,DF,Alavés,68,76,50,83,58,65,50,50,50,50,60,88,60,100,50,50,50
1736,Louis Mouton,MD,Saint-Étienne,65,95,50,88,68,86,50,50,50,50,50,70,50,66,50,50,50
1737,Divin Mubama,AT,Manchester City,89,65,50,100,100,50,60,50,60,50,50,50,50,50,50,50,50
1738,Mykhailo Mudryk,AT,Chelsea,90,85,50,70,50,56,60,50,60,50,50,50,50,51,50,50,50
1739,Ngal'Ayel Mukau,MD,Lille,67,81,50,92,86,77,50,50,50,50,50,76,50,67,50,50,50
1740,Nordi Mukiele,DF,Leverkusen,74,71,50,89,51,65,50,50,50,50,60,68,60,77,50,50,50
1741,Florian Müller,GK,Freiburg,55,61,50,100,32,50,30,50,40,50,50,50,50,50,80,80,80
1742,Kevin Müller,GK,Heidenheim,50,77,50,100,50,50,30,50,40,50,50,50,50,58,80,80,80
1743,Marius Müller,GK,Wolfsburg,49,76,50,100,52,50,30,50,40,50,50,50,50,50,80,80,80
1744,Thomas Müller,AT,Bayern Munich,76,82,50,85,67,100,60,50,60,50,50,50,50,58,50,50,50
1745,Abdul Mumin,DF,Rayo Vallecano,63,68,50,92,45,53,50,50,50,50,60,96,60,100,50,50,50
1746,Marshall Munetsi,AT,Wolves,91,79,50,76,50,56,60,50,60,50,50,54,50,55,50,50,50
1747,Marshall Munetsi,MD,Reims,84,83,50,76,40,100,50,50,50,50,50,84,50,85,50,50,50
1748,Rodrigo Muniz,AT,Fulham,77,84,50,67,83,68,60,50,60,50,50,58,50,62,50,50,50
1749,Aihen Muñoz,DF,Real Sociedad,74,79,50,88,26,53,50,50,50,50,60,72,60,82,50,50,50
1750,Álex Muñoz,DF,Las Palmas,76,69,50,90,47,68,50,50,50,50,60,80,60,100,50,50,50
1751,Daniel Muñoz,DF,Crystal Palace,67,86,50,84,43,100,50,50,50,50,60,100,60,100,50,50,50
1752,Iker Muñoz,MD,Osasuna,85,77,50,88,52,59,50,50,50,50,50,56,50,57,50,50,50
1753,Javier Muñoz,MD,Las Palmas,82,92,50,86,60,100,50,50,50,50,50,94,50,82,50,50,50
1754,Arijanet Muric,GK,Ipswich Town,43,71,50,100,40,50,30,50,40,50,50,50,50,60,80,80,80
1755,Murillo,DF,Nott'ham Forest,80,86,50,91,48,83,50,50,50,50,60,100,60,100,50,50,50
1756,Vedat Muriqi,AT,Mallorca,82,70,50,73,66,100,60,50,60,50,50,64,50,81,50,50,50
1757,Jacob Murphy,AT,Newcastle Utd,71,71,50,84,41,100,60,50,60,50,50,70,50,68,50,50,50
1758,Bob Murphy Omoregbe,MD,Milan,68,86,50,100,50,50,50,50,50,50,50,50,50,50,50,50,50
1759,Yunus Musah,AT,Milan,83,68,50,90,78,100,60,50,60,50,50,64,50,58,50,50,50
1760,Jamal Musiala,MD,Bayern Munich,64,89,50,87,82,100,50,50,50,50,50,62,50,55,50,50,50
1761,Florent Muslija,AT,Freiburg,90,68,50,78,40,59,60,50,60,50,50,52,50,51,50,50,50
1762,Almoatasem Al Musrati,MD,Monaco,67,88,50,93,72,62,50,50,50,50,50,58,50,54,50,50,50
1763,Juan Musso,GK,Atalanta,44,71,50,100,27,50,30,50,40,50,50,50,50,50,80,80,80
1764,Juan Musso,GK,Atlético Madrid,62,75,50,100,28,50,30,50,40,50,50,50,50,50,80,80,80
1765,Kingstone Mutandwa,AT,Cagliari,74,84,50,80,50,50,60,50,60,50,50,50,50,50,50,50,50
1766,Junior Mwanga,MD,Le Havre,76,95,50,75,53,53,50,50,50,50,50,56,50,56,50,50,50
1767,Junior Mwanga,MD,Strasbourg,78,91,50,90,77,53,50,50,50,50,50,54,50,52,50,50,50
1768,Phillipp Mwene,DF,Mainz 05,58,86,50,87,51,100,50,50,50,50,60,94,60,96,50,50,50
1769,Vitaliy Mykolenko,DF,Everton,58,73,50,88,41,98,50,50,50,50,60,100,60,100,50,50,50
1770,Joakim Mæhle,DF,Wolfsburg,80,88,50,90,52,86,50,50,50,50,60,88,60,87,50,50,50
1771,Obite N'Dicka,DF,Roma,81,71,50,96,64,74,50,50,50,50,60,100,60,100,50,50,50
1772,Konan N'dri,AT,Lecce,73,66,50,100,50,53,60,50,60,50,50,50,50,50,50,50,50
1773,Loïc N'Gatta,DF,Auxerre,69,79,50,100,50,50,50,50,50,50,60,60,60,51,50,50,50
1774,Nathan N'Goumou,AT,Gladbach,89,74,50,84,30,65,60,50,60,50,50,58,50,65,50,50,50
1775,Djylian N'Guessan,AT,Saint-Étienne,82,81,50,87,100,53,60,50,60,50,50,50,50,51,50,50,50
1776,Stanley N'Soki,DF,Hoffenheim,77,79,50,94,65,59,50,50,50,50,60,90,60,91,50,50,50
1777,Mickael Nade,DF,Saint-Étienne,64,87,50,96,51,62,50,50,50,50,60,100,60,100,50,50,50
1778,Bilal Nadir,MD,Marseille,71,94,50,92,80,65,50,50,50,50,50,52,50,53,50,50,50
1779,Mahamadou Nagida,DF,Rennes,64,81,50,86,57,59,50,50,50,50,60,68,60,56,50,50,50
1780,Keito Nakamura,AT,Reims,70,81,50,83,60,86,60,50,60,50,50,66,50,59,50,50,50
1781,Sebastian Nanasi,AT,Strasbourg,68,72,50,86,46,100,60,50,60,50,50,60,50,63,50,50,50
1782,Yael Nandjou,DF,Nice,79,77,50,87,50,56,50,50,50,50,60,60,60,57,50,50,50
1783,Matija Nastasić,DF,Leganés,70,88,50,89,48,53,50,50,50,50,60,86,60,100,50,50,50
1784,Natan,DF,Betis,81,72,50,93,59,59,50,50,50,50,60,82,60,100,50,50,50
1785,Pau Navarro,DF,Villarreal,69,86,50,94,66,50,50,50,50,50,60,60,60,71,50,50,50
1786,Roberto Navarro,AT,Mallorca,74,71,50,86,51,89,60,50,60,50,50,70,50,62,50,50,50
1787,Jesús Navas,AT,Sevilla,77,76,50,89,57,80,60,50,60,50,50,58,50,56,50,50,50
1788,Michel Ndary Adopo,MD,Cagliari,65,77,50,86,58,89,50,50,50,50,50,78,50,64,50,50,50
1789,Youssouf Ndayishimiye,DF,Nice,70,77,50,95,50,62,50,50,50,50,60,78,60,100,50,50,50
1790,Iliman Ndiaye,AT,Everton,81,68,50,84,71,98,60,50,60,50,50,70,50,69,50,50,50
1791,Junior Ndiaye,AT,Montpellier,91,81,50,58,50,50,60,50,60,50,50,50,50,51,50,50,50
1792,Rassoul Ndiaye,MD,Le Havre,80,92,50,84,48,68,50,50,50,50,50,70,50,71,50,50,50
1793,Wilfred Ndidi,MD,Leicester City,81,81,50,85,52,77,50,50,50,50,50,80,50,100,50,50,50
1794,Wilfried Ndollo,DF,Montpellier,77,71,50,100,50,50,50,50,50,50,60,60,60,50,50,50,50
1795,Tanguy Ndombele,MD,Nice,76,95,50,91,71,100,50,50,50,50,50,78,50,59,50,50,50
1796,Cher Ndour,AT,Fiorentina,74,79,50,73,100,50,60,50,60,50,50,52,50,52,50,50,50
1797,Dan Ndoye,AT,Bologna,89,80,50,85,51,95,60,50,60,50,50,60,50,54,50,50,50
1798,Paul Nebel,MD,Mainz 05,70,76,50,86,51,100,50,50,50,50,50,68,50,76,50,50,50
1799,Kosta Nedeljković,DF,Aston Villa,68,74,50,95,80,50,50,50,50,50,60,60,60,53,50,50,50
1800,Kosta Nedeljković,AT,RB Leipzig,70,79,50,93,50,53,60,50,60,50,50,50,50,50,50,50,50
1801,Loïc Nego,AT,Le Havre,83,69,50,87,42,80,60,50,60,50,50,70,50,100,50,50,50
1802,Ivan Nekić,DF,Holstein Kiel,79,75,50,91,25,50,50,50,50,50,60,60,60,52,50,50,50
1803,Reiss Nelson,AT,Arsenal,92,73,50,50,50,50,60,50,60,50,50,50,50,51,50,50,50
1804,Reiss Nelson,AT,Fulham,92,65,50,92,63,89,60,50,60,50,50,60,50,52,50,50,50
1805,Victor Nelsson,DF,Roma,61,84,50,85,100,50,50,50,50,50,60,60,60,56,50,50,50
1806,David Nemeth,DF,St. Pauli,71,72,50,93,58,56,50,50,50,50,60,68,60,100,50,50,50
1807,David Neres,AT,Napoli,87,70,50,89,38,100,60,50,60,50,50,62,50,54,50,50,50
1808,Neto,GK,Bournemouth,39,64,50,100,36,50,30,50,40,50,50,50,50,51,80,80,80
1809,Pedro Neto,AT,Chelsea,79,82,50,91,44,100,60,50,60,50,50,64,50,53,50,50,50
1810,Luca Netz,DF,Gladbach,58,70,50,91,45,98,50,50,50,50,60,70,60,71,50,50,50
1811,Manuel Neuer,GK,Bayern Munich,60,74,50,100,65,53,30,50,40,50,50,50,50,58,80,80,80
1812,Florian Neuhaus,MD,Gladbach,75,85,50,83,66,68,50,50,50,50,50,58,50,53,50,50,50
1813,João Neves,MD,Paris S-G,73,77,50,93,75,100,50,50,50,50,50,88,50,67,50,50,50
1814,Yvan Neyou,MD,Leganés,83,90,50,90,72,74,50,50,50,50,50,88,50,83,50,50,50
1815,Cyril Ngonge,AT,Napoli,70,77,50,93,44,59,60,50,60,50,50,52,50,54,50,50,50
1816,Mikayil Ngor Faye,DF,Rennes,63,74,50,94,59,53,50,50,50,50,60,68,60,75,50,50,50
1817,Steve Ngoura,AT,Le Havre,91,65,50,64,100,56,60,50,60,50,50,50,50,52,50,50,50
1818,Bernard Nguene,AT,Nice,77,83,50,100,50,50,60,50,60,50,50,50,50,50,50,50,50
1819,Moussa Niakhate,DF,Lyon,78,74,50,94,66,62,50,50,50,50,60,80,60,100,50,50,50
1820,Abdoulaye Niakhate Ndiaye,DF,Brest,62,76,50,85,73,53,50,50,50,50,60,64,60,100,50,50,50
1821,Ibrahima Niane,AT,Angers,89,73,50,76,58,77,60,50,60,50,50,54,50,54,50,50,50
1822,Tanguy Nianzou,DF,Sevilla,82,73,50,94,46,50,50,50,50,50,60,66,60,77,50,50,50
1823,Cheikh Niasse,MD,Hellas Verona,69,81,50,82,80,50,50,50,50,50,50,76,50,62,50,50,50
1824,Rasmus Nicolaisen,DF,Toulouse,61,69,50,90,64,56,50,50,50,50,60,70,60,75,50,50,50
1825,Moritz Nicolas,GK,Gladbach,49,64,50,100,58,50,30,50,40,50,50,52,50,58,80,80,80
1826,Hans Nicolussi Caviglia,MD,Venezia,86,90,50,90,54,100,50,50,50,50,50,90,50,89,50,50,50
1827,Julian Niehues,MD,Heidenheim,68,94,50,75,50,53,50,50,50,50,50,50,50,51,50,50,50
1828,Saúl Ñíguez,MD,Sevilla,72,90,50,86,47,100,50,50,50,50,50,84,50,71,50,50,50
1829,Eybi Nije,AT,Torino,88,72,50,72,57,62,60,50,60,50,50,50,50,51,50,50,50
1830,Tamás Nikitscher,MD,Valladolid,81,91,50,91,85,53,50,50,50,50,50,66,50,56,50,50,50
1831,Adrian Niño,AT,Atlético Madrid,85,73,50,50,50,50,60,50,60,50,50,50,50,50,50,50,50
1832,Justin Njinmah,AT,Werder Bremen,72,76,50,71,83,71,60,50,60,50,50,56,50,51,50,50,50
1833,Eddie Nketiah,AT,Crystal Palace,83,83,50,77,58,83,60,50,60,50,50,54,50,58,50,50,50
1834,Niels Nkounkou,MD,Eint Frankfurt,65,90,50,86,39,77,50,50,50,50,50,64,50,64,50,50,50
1835,Christopher Nkunku,AT,Chelsea,86,72,50,92,100,89,60,50,60,50,50,62,50,57,50,50,50
1836,Felix Nmecha,MD,Dortmund,69,87,50,92,79,77,50,50,50,50,50,86,50,75,50,50,50
1837,Lukas Nmecha,AT,Wolfsburg,88,81,50,60,100,53,60,50,60,50,50,54,50,53,50,50,50
1838,Arnaud Nordin,AT,Montpellier,70,67,50,80,50,95,60,50,60,50,50,60,50,57,50,50,50
1839,Arnaud Nordin,DF,Mainz 05,59,70,50,100,50,53,50,50,50,50,60,60,60,50,50,50,50
1840,Brooke Norton-Cuffy,MD,Genoa,67,87,50,75,50,53,50,50,50,50,50,54,50,51,50,50,50
1841,Tijjani Noslin,AT,Lazio,83,71,50,86,61,74,60,50,60,50,50,52,50,57,50,50,50
1842,Hugo Novoa,MD,Alavés,83,83,50,81,100,56,50,50,50,50,50,50,50,56,50,50,50
1843,Plamedi Nsingi,MD,Nantes,86,87,50,100,50,50,50,50,50,50,50,50,50,50,50,50,50
1844,Randy Nteka,AT,Rayo Vallecano,87,84,50,73,60,77,60,50,60,50,50,58,50,62,50,50,50
1845,Ernest Nuamah,AT,Lyon,72,85,50,91,72,86,60,50,60,50,50,60,50,58,50,50,50
1846,Alexander Nübel,GK,Stuttgart,60,60,50,98,52,56,30,50,40,50,50,50,50,62,80,80,80
1847,Matheus Nunes,MD,Manchester City,65,88,50,90,70,100,50,50,50,50,50,72,50,73,50,50,50
1848,Darwin Núñez,AT,Liverpool,73,84,50,80,73,74,60,50,60,50,50,56,50,62,50,50,50
1849,Unai Núñez,DF,Athletic Club,73,85,50,84,64,50,50,50,50,50,60,74,60,63,50,50,50
1850,Antonio Nusa,MD,RB Leipzig,75,77,50,82,32,100,50,50,50,50,50,66,50,61,50,50,50
1851,Ethan Nwaneri,AT,Arsenal,84,67,50,91,52,74,60,50,60,50,50,52,50,52,50,50,50
1852,Ørjan Nyland,GK,Sevilla,62,76,50,99,31,59,30,50,40,50,50,50,50,60,80,80,80
1853,Allan Nyom,MD,Getafe,66,83,50,91,34,62,50,50,50,50,50,54,50,64,50,50,50
1854,Rabby Nzingoula,MD,Montpellier,84,79,50,83,53,71,50,50,50,50,50,100,50,69,50,50,50
1855,M'Bala Nzola,AT,Lens,87,67,50,79,83,100,60,50,60,50,50,58,50,56,50,50,50
1856,Marwann Nzuzi,DF,Saint-Étienne,78,77,50,95,66,53,50,50,50,50,60,60,60,56,50,50,50
1857,Christian Nørgaard,MD,Brentford,80,77,50,88,61,89,50,50,50,50,50,100,50,98,50,50,50
1858,Jake O'Brien,DF,Everton,77,78,50,87,64,59,50,50,50,50,60,60,60,100,50,50,50
1859,Matt O'Riley,MD,Brighton,68,75,50,92,40,83,50,50,50,50,50,72,50,54,50,50,50
1860,Dara O'Shea,DF,Ipswich Town,65,75,50,86,51,53,50,50,50,50,60,100,60,100,50,50,50
1861,Adam Obert,DF,Cagliari,64,78,50,89,42,77,50,50,50,50,60,86,60,88,50,50,50
1862,Chidozie Obi-Martin,AT,Manchester Utd,78,81,50,100,50,50,60,50,60,50,50,50,50,50,50,50,50
1863,Jan Oblak,GK,Atlético Madrid,52,76,50,100,51,50,30,50,40,50,50,50,50,58,80,80,80
1864,Lucas Ocampos,AT,Sevilla,76,65,50,80,54,59,60,50,60,50,50,50,50,52,50,50,50
1865,Jens Odgaard,AT,Bologna,83,69,50,91,53,80,60,50,60,50,50,66,50,60,50,50,50
1866,Wilson Odobert,AT,Tottenham,86,73,50,92,50,59,60,50,60,50,50,52,50,51,50,50,50
1867,Álvaro Odriozola,DF,Real Sociedad,63,80,50,91,75,50,50,50,50,50,60,60,60,51,50,50,50
1868,Tim Oermann,DF,Bochum,61,72,50,87,60,62,50,50,50,50,60,82,60,87,50,50,50
1869,Chiedozie Ogbene,AT,Ipswich Town,73,77,50,83,100,56,60,50,60,50,50,52,50,53,50,50,50
1870,Ifechukwu Ogbus,DF,Freiburg,64,71,50,100,50,50,50,50,50,50,60,60,60,52,50,50,50
1871,Thiago Ojeda,MD,Villarreal,86,91,50,100,50,50,50,50,50,50,50,50,50,51,50,50,50
1872,Hamzat Ojediran,AT,Lens,81,75,50,89,58,56,60,50,60,50,50,70,50,57,50,50,50
1873,Noah Okafor,AT,Napoli,77,66,50,50,50,53,60,50,60,50,50,50,50,51,50,50,50
1874,Noah Okafor,AT,Milan,75,81,50,75,55,62,60,50,60,50,50,54,50,51,50,50,50
1875,Caleb Okoli,DF,Leicester City,79,85,50,91,55,50,50,50,50,50,60,78,60,100,50,50,50
1876,Yllan Okou,DF,Hellas Verona,66,75,50,50,50,50,50,50,50,50,60,60,60,50,50,50,50
1877,Maduka Okoye,GK,Udinese,52,79,50,98,49,50,30,50,40,50,50,50,50,54,80,80,80
1878,Joseph Okumu,DF,Reims,63,86,50,88,62,53,50,50,50,50,60,88,60,100,50,50,50
1879,Kazeem Olaigbe,AT,Rennes,82,83,50,100,50,62,60,50,60,50,50,50,50,50,50,50,50
1880,Olasagasti,MD,Real Sociedad,67,95,50,83,52,62,50,50,50,50,50,66,50,56,50,50,50
1881,Ben Old,AT,Saint-Étienne,73,79,50,89,27,62,60,50,60,50,50,52,50,51,50,50,50
1882,Finn Ole Becker,MD,Hoffenheim,80,88,50,87,66,71,50,50,50,50,50,64,50,61,50,50,50
1883,Michael Olise,AT,Bayern Munich,69,76,50,91,41,100,60,50,60,50,50,62,50,60,50,50,50
1884,Brian Oliván,DF,Espanyol,74,70,50,92,39,95,50,50,50,50,60,70,60,73,50,50,50
1885,Lucas Oliveira Rosa,DF,Valladolid,66,83,50,89,45,89,50,50,50,50,60,100,60,100,50,50,50
1886,Mathías Olivera,DF,Napoli,82,74,50,89,62,100,50,50,50,50,60,96,60,90,50,50,50
1887,Dani Olmo,AT,Barcelona,73,78,50,89,75,98,60,50,60,50,50,52,50,59,50,50,50
1888,Robin Olsen,GK,Aston Villa,54,76,50,100,40,50,30,50,40,50,50,50,50,52,80,80,80
1889,Warmed Omari,DF,Lyon,58,88,50,50,100,50,50,50,50,50,60,60,60,51,50,50,50
1890,Becir Omeragic,MD,Montpellier,82,87,50,92,66,56,50,50,50,50,50,68,50,98,50,50,50
1891,Jonas Omlin,GK,Gladbach,49,79,50,100,55,50,30,50,40,50,50,50,50,50,80,80,80
1892,Andrew Omobamidele,DF,Strasbourg,65,76,50,95,81,50,50,50,50,50,60,60,60,70,50,50,50
